chr,acc,locus_tag,old_locus_tag,length_nt,start,end,strand,type,annotation
NC_013967.1,WP_004043941.1,HVO_RS09500,HVO_1002,753,912137,912889,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043940.1,HVO_RS09505,HVO_1003,798,913053,913850,+,protein_coding,ZIP family metal transporter
NC_013967.1,WP_004043939.1,HVO_RS09510,HVO_1004,285,913947,914231,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043938.1,HVO_RS09515,HVO_1005,756,914365,915120,-,protein_coding,ABC transporter permease
NC_013967.1,WP_004043937.1,HVO_RS09520,HVO_1006,954,915117,916070,-,protein_coding,ABC transporter ATP-binding protein
NC_013967.1,WP_004043936.1,HVO_RS09525,HVO_1007,1395,916212,917606,+,protein_coding,PQQ-dependent sugar dehydrogenase
NC_013967.1,WP_004043935.1,HVO_RS09530,HVO_1008,999,917640,918638,-,protein_coding,Gfo/Idh/MocA family oxidoreductase
NC_013967.1,WP_004043934.1,HVO_RS09535,HVO_1008A,252,918718,918969,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043933.1,HVO_RS09540,HVO_1009,1023,918994,920016,+,protein_coding,aldo/keto reductase
NC_013967.1,WP_004043932.1,HVO_RS09545,HVO_1010,405,920072,920476,-,protein_coding,metal-dependent hydrolase
NC_013967.1,WP_004043931.1,HVO_RS09550,HVO_1011,234,920489,920722,-,protein_coding,Rdx family protein
NC_013967.1,WP_004043930.1,HVO_RS09555,HVO_1012,660,920789,921448,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035258.1,HVO_RS09560,HVO_1013,1407,921476,922882,-,protein_coding,heme o synthase
NC_013967.1,WP_004043928.1,HVO_RS09565,HVO_1014,759,923045,923803,+,protein_coding,cytochrome c oxidase subunit II
NC_013967.1,WP_004043927.1,HVO_RS09570,HVO_1015,429,923927,924355,-,protein_coding,adenylyltransferase/cytidyltransferase family protein
NC_013967.1,WP_004043926.1,HVO_RS09575,HVO_1016,486,924352,924837,-,protein_coding,Mov34/MPN/PAD-1 family protein
NC_013967.1,WP_004043925.1,HVO_RS09580,HVO_1017,855,924940,925794,+,protein_coding,fructosamine kinase family protein
NC_013967.1,WP_004043924.1,HVO_RS09585,HVO_1018,1902,925901,927802,+,protein_coding,OB-fold nucleic acid binding domain-containing protein
NC_013967.1,WP_004043923.1,HVO_RS09590,HVO_1019,1662,927833,929494,-,protein_coding,phospholipase D-like domain-containing protein
NC_013967.1,WP_004043922.1,HVO_RS09595,HVO_1020,1260,929621,930880,-,protein_coding,HEAT repeat domain-containing protein
NC_013967.1,WP_004043921.1,HVO_RS09600,HVO_1021,765,930999,931763,+,protein_coding,carbon-nitrogen hydrolase family protein
NC_013967.1,WP_004043920.1,HVO_RS09605,HVO_1022,1089,931827,932915,+,protein_coding,NADH:flavin oxidoreductase/NADH oxidase
NC_013967.1,WP_004043919.1,HVO_RS09610,HVO_1023,816,933017,933832,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043918.1,HVO_RS09615,HVO_1024,378,933893,934270,-,protein_coding,OB-fold domain-containing protein
NC_013967.1,WP_004043917.1,HVO_RS09620,HVO_1025,1152,934270,935421,-,protein_coding,3-ketoacyl-CoA thiolase
NC_013967.1,WP_004043916.1,HVO_RS09625,HVO_1026,414,935515,935928,+,protein_coding,hypothetical protein
NC_013967.1,NA,HVO_RS19635,HVO_3075,312,936051,936362,+,SRP_RNA,signal recognition particle sRNA
NC_013967.1,WP_004043915.1,HVO_RS09630,HVO_1027,273,936539,936811,-,protein_coding,Sec-independent protein translocase protein TatAo
NC_013967.1,WP_004043914.1,HVO_RS09635,HVO_1028,771,936980,937750,-,protein_coding,SDR family oxidoreductase
NC_013967.1,NA,HVO_RS09640,HVO_3031,71,937864,937934,-,tRNA,tRNA-Gly
NC_013967.1,WP_004043913.1,HVO_RS09645,HVO_1030,1257,938112,939368,-,protein_coding,DUF4382 domain-containing protein
NC_013967.1,WP_004043912.1,HVO_RS09650,HVO_1031,1029,939491,940519,-,protein_coding,NAD(P)/FAD-dependent oxidoreductase
NC_013967.1,WP_004043911.1,HVO_RS09655,HVO_1032,654,940639,941292,-,protein_coding,class I SAM-dependent methyltransferase
NC_013967.1,WP_004043910.1,HVO_RS09660,HVO_1033,2124,941377,943500,-,protein_coding,type II secretion system F family protein
NC_013967.1,WP_004043909.1,HVO_RS09665,HVO_1034,1662,943502,945163,-,protein_coding,type II/IV secretion system ATPase subunit
NC_013967.1,WP_004043908.1,HVO_RS09670,HVO_1035,498,945296,945793,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043907.1,HVO_RS09675,HVO_1036,369,945888,946256,-,protein_coding,cupin domain-containing protein
NC_013967.1,WP_004043906.1,HVO_RS09680,HVO_1037,474,946398,946871,+,protein_coding,DUF5793 family protein
NC_013967.1,WP_004043905.1,HVO_RS09685,HVO_1038,627,947001,947627,+,protein_coding,uracil-DNA glycosylase family protein
NC_013967.1,WP_081442884.1,HVO_RS09690,HVO_1039,576,948031,948606,-,protein_coding,MBL fold metallo-hydrolase
NC_013967.1,WP_013035480.1,HVO_RS09695,HVO_1040,1140,948679,949818,-,protein_coding,DnaJ domain-containing protein
NC_013967.1,WP_004043900.1,HVO_RS09700,HVO_1041,999,949985,950983,+,protein_coding,MBL fold metallo-hydrolase
NC_013967.1,WP_004043899.1,HVO_RS09705,HVO_1042,291,951010,951300,+,protein_coding,DNA-directed RNA polymerase subunit L
NC_013967.1,WP_004043898.1,HVO_RS09710,HVO_1043,561,951364,951924,-,protein_coding,DUF1684 domain-containing protein
NC_013967.1,WP_004043897.1,HVO_RS09715,HVO_1044,813,952064,952876,-,protein_coding,imidazole glycerol phosphate synthase subunit HisF
NC_013967.1,WP_004043896.1,HVO_RS20895,HVO_1045,156,953067,953222,+,protein_coding,hypothetical protein
NC_013967.1,WP_013035646.1,HVO_RS20900,HVO_1046,168,953332,953499,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043894.1,HVO_RS09720,HVO_1047,972,953595,954566,+,protein_coding,zinc-binding dehydrogenase
NC_013967.1,WP_004043893.1,HVO_RS09725,HVO_1048,2109,954615,956723,-,protein_coding,phosphoribosylformylglycinamidine synthase subunit PurL
NC_013967.1,WP_004043892.1,HVO_RS09730,HVO_1049,684,956966,957649,+,protein_coding,PHP domain-containing protein
NC_013967.1,WP_004043891.1,HVO_RS09735,HVO_1050,1092,957649,958740,+,protein_coding,asparagine synthase-related protein
NC_013967.1,WP_004043890.1,HVO_RS09740,HVO_1051,483,958762,959244,-,protein_coding,NUDIX domain-containing protein
NC_013967.1,WP_004043889.1,HVO_RS09745,HVO_1052,957,959346,960302,-,protein_coding,transcription initiation factor IIB
NC_013967.1,WP_004043888.1,HVO_RS09750,HVO_1053,279,960564,960842,+,protein_coding,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
NC_013967.1,WP_004043887.1,HVO_RS09755,HVO_1054,1272,960843,962114,+,protein_coding,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
NC_013967.1,WP_004043886.1,HVO_RS09760,HVO_1055,681,962244,962924,+,protein_coding,TrkA family potassium uptake protein
NC_013967.1,WP_004043885.1,HVO_RS09765,HVO_1056,1662,962924,964585,+,protein_coding,potassium transporter TrkG
NC_013967.1,WP_013035428.1,HVO_RS09770,HVO_1057,1605,964613,966217,-,protein_coding,TrkH family potassium uptake protein
NC_013967.1,WP_004043883.1,HVO_RS09775,HVO_1058,1338,966335,967672,-,protein_coding,Trk system potassium transporter TrkA
NC_013967.1,WP_004043882.1,HVO_RS09780,HVO_1059,543,967758,968300,-,protein_coding,SRPBCC family protein
NC_013967.1,WP_004043881.1,HVO_RS09785,HVO_1060,960,968419,969378,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043880.1,HVO_RS09790,HVO_1061,780,969459,970238,+,protein_coding,FAD-binding protein
NC_013967.1,WP_004043879.1,HVO_RS09795,HVO_1062,1161,970333,971493,+,protein_coding,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
NC_013967.1,WP_004043878.1,HVO_RS09800,HVO_1063,396,971509,971904,-,protein_coding,monovalent cation/H(+) antiporter subunit G
NC_013967.1,WP_004043877.1,HVO_RS09805,HVO_1064,294,971901,972194,-,protein_coding,cation:proton antiporter
NC_013967.1,WP_004043876.1,HVO_RS09810,HVO_1065,603,972187,972789,-,protein_coding,Na+/H+ antiporter subunit E
NC_013967.1,WP_004043874.1,HVO_RS09815,HVO_1066,1698,972789,974486,-,protein_coding,Na+/H+ antiporter subunit D
NC_013967.1,WP_004043872.1,HVO_RS09820,HVO_1067,342,974483,974824,-,protein_coding,sodium:proton antiporter
NC_013967.1,WP_004043870.1,HVO_RS09825,HVO_1068,474,974821,975294,-,protein_coding,MnhB domain-containing protein
NC_013967.1,WP_013035481.1,HVO_RS09830,HVO_1069,2406,975291,977696,-,protein_coding,proton-conducting transporter membrane subunit
NC_013967.1,WP_004043868.1,HVO_RS09835,HVO_1070,339,977936,978274,+,protein_coding,winged helix-turn-helix domain-containing protein
NC_013967.1,WP_004043867.1,HVO_RS09840,HVO_1071,402,978529,978930,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043866.1,HVO_RS09845,HVO_1072,567,979089,979655,+,protein_coding,hypoxanthine/guanine phosphoribosyltransferase
NC_013967.1,WP_004043865.1,HVO_RS09850,HVO_1073,675,979756,980430,+,protein_coding,type 1 glutamine amidotransferase domain-containing protein
NC_013967.1,WP_004043864.1,HVO_RS09855,HVO_1074,846,980512,981357,+,protein_coding,HNH endonuclease
NC_013967.1,WP_004043863.1,HVO_RS09860,HVO_1075,300,981367,981666,-,protein_coding,ArsR family transcriptional regulator
NC_013967.1,WP_004043862.1,HVO_RS09865,HVO_1076,969,981781,982749,+,protein_coding,NDP-sugar synthase
NC_013967.1,WP_004043861.1,HVO_RS09870,HVO_1077,723,982791,983513,-,protein_coding,diphthine--ammonia ligase
NC_013967.1,NA,HVO_RS09875,HVO_1078,953,983588,984540,-,pseudogene,phosphoadenosine phosphosulfate reductase family protein
NC_013967.1,WP_004043859.1,HVO_RS09880,HVO_1079,978,984665,985642,-,protein_coding,phosphoadenosine phosphosulfate reductase family protein
NC_013967.1,WP_004043858.1,HVO_RS09885,HVO_1080,567,985780,986346,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043857.1,HVO_RS09890,HVO_1081,345,986514,986858,-,protein_coding,glutaredoxin family protein
NC_013967.1,WP_004043856.1,HVO_RS09895,HVO_1082,633,986942,987574,-,protein_coding,orotate phosphoribosyltransferase-like protein
NC_013967.1,WP_004043855.1,HVO_RS09900,HVO_1083,1074,987571,988644,-,protein_coding,glucose 1-dehydrogenase
NC_013967.1,WP_004043854.1,HVO_RS09905,HVO_1084,1392,988974,990365,-,protein_coding,adenylosuccinate lyase
NC_013967.1,WP_004043853.1,HVO_RS09910,HVO_1085,1578,990555,992132,+,protein_coding,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
NC_013967.1,WP_004043852.1,HVO_RS09915,HVO_1086,756,992246,993001,+,protein_coding,heptaprenylglyceryl phosphate synthase
NC_013967.1,WP_004043851.1,HVO_RS09920,HVO_1087,426,993047,993472,+,protein_coding,universal stress protein
NC_013967.1,WP_004043850.1,HVO_RS09925,HVO_1088,2517,993598,996114,+,protein_coding,dihydropteroate synthase
NC_013967.1,WP_004043849.1,HVO_RS09930,HVO_1089,753,996181,996933,+,protein_coding,NRDE family protein
NC_013967.1,WP_004043848.1,HVO_RS09935,HVO_1090,354,996959,997312,+,protein_coding,transcription factor
NC_013967.1,WP_004043847.1,HVO_RS09940,HVO_1091,759,997547,998305,-,protein_coding,archaeal proteasome endopeptidase complex subunit alpha
NC_013967.1,WP_004043846.1,HVO_RS09945,HVO_1092,480,998312,998791,-,protein_coding,Rpp14/Pop5 family protein
NC_013967.1,WP_004043845.1,HVO_RS09950,HVO_1093,627,998801,999427,-,protein_coding,class I SAM-dependent methyltransferase
NC_013967.1,WP_004043844.1,HVO_RS09955,HVO_1094,696,999411,1000106,-,protein_coding,RNase P subunit p30 family protein
NC_013967.1,WP_004043843.1,HVO_RS09960,HVO_1095,555,1000245,1000799,-,protein_coding,PGF-CTERM sorting domain-containing protein
NC_013967.1,WP_004043842.1,HVO_RS09965,HVO_1096,1098,1000850,1001947,-,protein_coding,M20 family metallopeptidase
NC_013967.1,WP_004043841.1,HVO_RS09970,HVO_1097,867,1001944,1002810,-,protein_coding,diaminopimelate epimerase
NC_013967.1,WP_004043840.1,HVO_RS09975,HVO_1098,1248,1002831,1004078,-,protein_coding,diaminopimelate decarboxylase
NC_013967.1,WP_004043839.1,HVO_RS09980,HVO_1099,843,1004075,1004917,-,protein_coding,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
NC_013967.1,WP_004043838.1,HVO_RS09985,HVO_1100,762,1004914,1005675,-,protein_coding,4-hydroxy-tetrahydrodipicolinate reductase
NC_013967.1,WP_004043837.1,HVO_RS09990,HVO_1101,918,1005672,1006589,-,protein_coding,4-hydroxy-tetrahydrodipicolinate synthase
NC_013967.1,WP_004043836.1,HVO_RS09995,HVO_1102,498,1006980,1007477,+,protein_coding,NYN domain-containing protein
NC_013967.1,WP_004043835.1,HVO_RS10000,HVO_1103,921,1007487,1008407,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035237.1,HVO_RS20905,HVO_1104,168,1008495,1008662,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043833.1,HVO_RS10005,HVO_1105,480,1008781,1009260,+,protein_coding,tRNA-guanine transglycosylase
NC_013967.1,WP_013035120.1,HVO_RS10010,HVO_1106,1299,1009657,1010955,-,protein_coding,IS4-like element ISHvo12 family transposase
NC_013967.1,WP_004043830.1,HVO_RS10020,HVO_1107,1029,1011599,1012627,-,protein_coding,presenilin family intramembrane aspartyl protease
NC_013967.1,WP_004043829.1,HVO_RS10025,HVO_1108,225,1012676,1012900,-,protein_coding,Gar1/Naf1 family protein
NC_013967.1,WP_004043828.1,HVO_RS10030,HVO_1109,279,1012900,1013178,-,protein_coding,signal recognition particle subunit SRP19
NC_013967.1,WP_004043827.1,HVO_RS10035,HVO_1110,1149,1013275,1014423,-,protein_coding,PGF-CTERM-anchored ABC transporter substrate-binding protein
NC_013967.1,WP_004043826.1,HVO_RS10040,HVO_1111,1095,1014484,1015578,+,protein_coding,vitamin B12 ABC transporter permease BtuC
NC_013967.1,WP_004043825.1,HVO_RS10045,HVO_1112,1431,1015575,1017005,+,protein_coding,heme ABC transporter ATP-binding protein
NC_013967.1,WP_004043824.1,HVO_RS10050,HVO_1113,1170,1017090,1018259,+,protein_coding,tubulin-like protein CetZ3
NC_013967.1,WP_004043823.1,HVO_RS10055,HVO_1114,699,1018346,1019044,+,protein_coding,RNA ligase partner protein
NC_013967.1,WP_004043822.1,HVO_RS10060,HVO_1115,201,1019071,1019271,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043821.1,HVO_RS10065,HVO_1116,348,1019271,1019618,-,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004043820.1,HVO_RS10070,HVO_1117,642,1019803,1020444,+,protein_coding,helix-turn-helix domain-containing protein
NC_013967.1,WP_004043819.1,HVO_RS21405,HVO_1118,135,1020539,1020673,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043818.1,HVO_RS10075,HVO_1119,522,1020707,1021228,-,protein_coding,halocyanin domain-containing protein
NC_013967.1,WP_004043817.1,HVO_RS10080,HVO_1120,357,1021302,1021658,+,protein_coding,Htur_1727 family rSAM-partnered candidate RiPP
NC_013967.1,WP_004043816.1,HVO_RS10085,HVO_1121,1209,1021655,1022863,+,protein_coding,TIGR04347 family pseudo-SAM/SPASM protein
NC_013967.1,WP_004043815.1,HVO_RS10090,HVO_1122,186,1022943,1023128,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043814.1,HVO_RS10095,HVO_1123,1050,1023195,1024244,-,protein_coding,FAD-dependent oxidoreductase
NC_013967.1,WP_004043813.1,HVO_RS10100,HVO_1124,285,1024386,1024670,+,protein_coding,DUF357 domain-containing protein
NC_013967.1,WP_004043812.1,HVO_RS10105,HVO_1125,1485,1024689,1026173,-,protein_coding,cysteine--tRNA ligase
NC_013967.1,WP_004043811.1,HVO_RS10110,HVO_1126,1779,1026290,1028068,-,protein_coding,globin-coupled sensor protein
NC_013967.1,WP_004043810.1,HVO_RS10115,HVO_1127,495,1028135,1028629,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043809.1,HVO_RS10120,HVO_1128,879,1028819,1029697,+,protein_coding,CbiX/SirB N-terminal domain-containing protein
NC_013967.1,WP_004043808.1,HVO_RS10125,HVO_1129,1173,1029697,1030869,+,protein_coding,DR2241 family protein
NC_013967.1,WP_004043807.1,HVO_RS10130,HVO_1130,582,1030927,1031508,-,protein_coding,hypothetical protein
NC_013967.1,WP_013035425.1,HVO_RS10135,HVO_1131,186,1031564,1031749,-,protein_coding,methytransferase partner Trm112
NC_013967.1,WP_004043805.1,HVO_RS10140,HVO_1132,1332,1031858,1033189,-,protein_coding,adenylosuccinate synthase
NC_013967.1,WP_004043804.1,HVO_RS10145,HVO_1133,306,1033423,1033728,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043803.1,HVO_RS10150,HVO_1134,2274,1033994,1036267,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043802.1,HVO_RS10155,HVO_1135,906,1036430,1037335,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043801.1,HVO_RS10160,HVO_1136,825,1037336,1038160,-,protein_coding,CDP-alcohol phosphatidyltransferase family protein
NC_013967.1,WP_004043800.1,HVO_RS10165,HVO_1137,1659,1038438,1040096,+,protein_coding,NAD-binding protein
NC_013967.1,WP_004043799.1,HVO_RS10170,HVO_1138,849,1040246,1041094,-,protein_coding,heme-copper oxidase subunit III
NC_013967.1,WP_013035444.1,HVO_RS10175,HVO_1139,1077,1041315,1042391,-,protein_coding,phytoene/squalene synthase family protein
NC_013967.1,WP_004043797.1,HVO_RS10180,HVO_1140,1143,1042509,1043651,+,protein_coding,acyl-CoA dehydrogenase
NC_013967.1,WP_004043796.1,HVO_RS10185,HVO_1141,324,1043654,1043977,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043795.1,HVO_RS10190,HVO_1142,276,1044118,1044393,+,protein_coding,hypothetical protein
NC_013967.1,WP_008605767.1,HVO_RS10195,HVO_1143,672,1044422,1045093,-,protein_coding,protein sorting system archaetidylserine synthase
NC_013967.1,WP_004043793.1,HVO_RS10200,HVO_1144,447,1045260,1045706,+,protein_coding,plastocyanin/azurin family copper-binding protein
NC_013967.1,WP_013035666.1,HVO_RS10205,HVO_1145,663,1045827,1046489,-,protein_coding,30S ribosomal protein S3ae
NC_013967.1,WP_004043792.1,HVO_RS10210,HVO_1146,243,1046482,1046724,-,protein_coding,KEOPS complex subunit Pcc1
NC_013967.1,WP_004043791.1,HVO_RS10215,HVO_1147,1122,1046721,1047842,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043790.1,HVO_RS10220,HVO_1148,468,1047847,1048314,-,protein_coding,30S ribosomal protein S15
NC_013967.1,NA,HVO_RS10225,HVO_3032,72,1048559,1048630,+,tRNA,tRNA-Ala
NC_013967.1,WP_004043788.1,HVO_RS10230,HVO_1150,393,1049190,1049582,+,protein_coding,IS200/IS605-like element ISHal1 family transposase
NC_013967.1,NA,HVO_RS10235,HVO_1151,1255,1049584,1050838,+,pseudogene,transposase
NC_013967.1,WP_049914876.1,HVO_RS10240,HVO_1153,1512,1050964,1052475,+,protein_coding,hypothetical protein
NC_013967.1,WP_004043786.1,HVO_RS10245,HVO_1154,771,1052529,1053299,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043785.1,HVO_RS10250,HVO_1155,510,1053296,1053805,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043784.1,HVO_RS10255,HVO_1156,996,1053802,1054797,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043783.1,HVO_RS10260,HVO_1157,636,1054785,1055420,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043782.1,HVO_RS10265,HVO_1158,501,1055414,1055914,-,protein_coding,hypothetical protein
NC_013967.1,WP_004043781.1,HVO_RS10270,HVO_1159,2043,1055914,1057956,-,protein_coding,type II secretion system F family protein
NC_013967.1,WP_004043780.1,HVO_RS10275,HVO_1160,3303,1057957,1061259,-,protein_coding,"ATPase, T2SS/T4P/T4SS family"
NC_013967.1,NA,HVO_RS10280,HVO_3033,73,1061493,1061565,-,tRNA,tRNA-Arg
NC_013967.1,WP_004043779.1,HVO_RS10285,HVO_1162,276,1061644,1061919,-,protein_coding,Sec-independent protein translocase protein TatAt
NC_013967.1,WP_004043778.1,HVO_RS10290,HVO_1163,501,1062179,1062679,+,protein_coding,redoxin domain-containing protein
NC_013967.1,WP_004043777.1,HVO_RS10295,HVO_1164,813,1062761,1063573,+,protein_coding,HD domain-containing protein
NC_013967.1,WP_004043776.1,HVO_RS10300,HVO_1165,909,1063656,1064564,-,protein_coding,mechanosensitive ion channel family protein
NC_013967.1,WP_004043775.1,HVO_RS10305,HVO_1166,249,1064561,1064809,-,protein_coding,YhbY family RNA-binding protein
NC_013967.1,WP_004043774.1,HVO_RS10310,HVO_1167,276,1064921,1065196,-,protein_coding,ribonuclease P protein component 4
NC_013967.1,WP_013035605.1,HVO_RS10315,HVO_1168,1062,1065306,1066367,+,protein_coding,glycosyltransferase family 4 protein
NC_013967.1,WP_004043772.1,HVO_RS10320,HVO_1169,1107,1066467,1067573,+,protein_coding,glycosyltransferase family 4 protein
